Tabela gerada em:2020-04-21 10:04:24;;;;;;;;;;;;;
;;;;;;;;;;;;;
Listagem de produtos jp.di;;;;;;;;;;;;;
EAN;Ref. Fabricante;Designação;Preço Final;Stock;Unidade Negócio;Linha Produto;Família;Sub-Família;Categoria;Marca;Data modificação;Preço Unitário;Taxa
 8715946542829;C13T839340;Tinteiro EPSON Unidade de abastecimento de tinta T839 Magenta XL - WorkForce Pro WF-8590;EUR 138,51 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:00;EUR 138,51 ;EUR 0,00 
 8715946542836;C13T839440;Tinteiro EPSON Unidade de abastecimento de tinta T839 Amarelo XL - WorkForce Pro WF-8590;EUR 138,51 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:00;EUR 138,51 ;EUR 0,00 
 4015867146927;825467;Cabo EQUIP REDE  U/UTP C5e 0,5m Amarelo - 825467;EUR 0,33 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:00;EUR 0,33 ;EUR 0,00 
 4015867157787;333281;Régua EQUIP c/4 tomadas Shuko C14-IE320 - 333281;EUR 6,38 ;Imediata;Periféricos;Power Systems;Tomadas;;;EQUIP;2020-04-21 06:07:00;EUR 6,38 ;EUR 0,00 
 4015867130452;332521;Cabo EQUIP 2-Port 450MHz VGA Splitter - 332521;EUR 22,12 ;Imediata;Periféricos;Cabos e Adaptadores;Monitores;;;EQUIP;2020-04-21 06:07:00;EUR 22,12 ;EUR 0,00 
 4015867164716;128862;Cabo EQUIP USB 2.0  A-B M/M 5,0m, preto - 128862;EUR 1,44 ;Imediata;Periféricos;Cabos e Adaptadores;USB;;;EQUIP;2020-04-21 06:07:00;EUR 1,44 ;EUR 0,00 
 4015867186435;119352;Cabo EQUIP High Speed HDMI 1.8m - 119352;EUR 1,18 ;Imediata;Periféricos;Cabos e Adaptadores;Audio e Video;;;EQUIP;2020-04-21 06:07:00;EUR 1,18 ;EUR 0,00 
 4015867105078;100461;Bobine cabo rede EQUIP Cat.6 U/UTP 4P24  100m - 100461;EUR 38,00 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:00;EUR 38,00 ;EUR 0,00 
 4015867105085;100463;Bobine cabo rede EQUIP Cat.6 U/UTP 4P24  305m - 100463;EUR 104,82 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:00;EUR 104,82 ;EUR 0,00 
 0887111367761;CF381A;Toner HP LaserJet 312A Ciano - CF381A;EUR 100,14 ;Imediata;Supplies;Laser;Toners;;;HP;2020-04-21 06:07:00;EUR 100,14 ;EUR 0,00 
 0887111367778;CF382A;Toner HP LaserJet 312A Amarelo - CF382A;EUR 101,79 ;Imediata;Supplies;Laser;Toners;;;HP;2020-04-21 06:07:00;EUR 101,79 ;EUR 0,00 
 0887111367785;CF383A;Toner HP LaserJet 312A Magenta  - CF383A;EUR 101,72 ;Imediata;Supplies;Laser;Toners;;;HP;2020-04-21 06:07:00;EUR 101,72 ;EUR 0,00 
 0887111367754;CF380X;Toner HP LaserJet Alta Capacidade 312X Preto - CF380X;EUR 92,18 ;Imediata;Supplies;Laser;Toners;;;HP;2020-04-21 06:07:00;EUR 92,18 ;EUR 0,00 
 8715946484839;C13S053043;Unidade de Fusão EPSON S053043 50k - AcuLaser C2900/CX29;EUR 84,63 ;Imediata;Supplies;Laser;Toners;;;EPSON;2020-04-21 06:07:00;EUR 84,63 ;EUR 0,00 
 4015867191200;110525403;UPS Conceptronic 1200VA 600W - CUPS1200;EUR 75,20 ;Imediata;Periféricos;Power Systems;UPS;;;CONCEPTRONIC;2020-04-21 06:07:00;EUR 75,20 ;EUR 0,00 
 0743172067661;9E6KI;UPS EATON On-Line 9E 6000I - 9E6Ki;EUR 1 148,94 ;Imediata;Periféricos;Power Systems;UPS;On-Line;;EATON;2020-04-21 06:07:00;EUR 1 148,94 ;EUR 0,00 
 0888182455142;G1K28AA;HP USB Travel Mouse;EUR 7,00 ;Imediata;Periféricos;Teclados e Ratos;Ratos;;;HP;2020-04-21 06:07:01;EUR 7,00 ;EUR 0,00 
 0000000000000;QD2430-BKK1;Scanner Linear Imager QuickScan QD2430, 2DUSB Kit c/Cabo;EUR 101,59 ;Imediata;Periféricos;Acessorios;Sistemas de POS;Leitores Cod Barras;;DATALOGIC;2020-04-21 06:07:01;EUR 101,59 ;EUR 0,00 
 4015867172605;625450;Cabo EQUIP REDE U/UTP C6  1,0m preto - 625450;EUR 0,55 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,55 ;EUR 0,00 
 5014047567216;LC229XLBKBP;Tinteiro Brother LC229XLBKBP Preto Grande Capacidade 2400pg;EUR 22,02 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;BROTHER;2020-04-21 06:07:01;EUR 22,02 ;EUR 0,00 
 5031713057673;45396302;Toner OKI Magenta para MC760/70/80 - 6.000 páginas;EUR 118,60 ;Imediata;Supplies;Laser;Toners;;;OKI;2020-04-21 06:07:01;EUR 118,60 ;EUR 0,00 
 4015867132623;605710;Cabo EQUIP REDE S/FTP C7 1,0m 600MHz Branco - 605710;EUR 3,38 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 3,38 ;EUR 0,00 
 6935364080525;M7350;Router TP-Link 4G LTE Adv.Mobile WiFi 4G Modem 1.4\'\'TFT 2550mAH 300Mbps- M7350;EUR 68,97 ;Imediata;Networking;Routers;Routers Acessórios;;;TP-LINK;2020-04-21 06:07:01;EUR 68,97 ;EUR 0,00 
 6935364010041;UH720;Adap TP-LINK 7Portas USB3.0 Hub c/2 Power Charge, desktop 12V/4A -UH720;EUR 27,59 ;Imediata;Periféricos;HUBs USB e Leitores de Cartões;HUBs USB;;;TP-LINK;2020-04-21 06:07:01;EUR 27,59 ;EUR 0,00 
 4015867523544;127603;Splitter EQUIP Cat.5e RJ45 8P8C Plug to 2 x 8P4C jack - 127603;EUR 3,54 ;Imediata;Networking;Adaptors;Adaptadores de Rede;;;EQUIP;2020-04-21 06:07:01;EUR 3,54 ;EUR 0,00 
 4015867170625;119309;Cabo EQUIP HDMI to MicroHDMI M/M 1,0m, preto - 119309;EUR 3,63 ;Imediata;Periféricos;Cabos e Adaptadores;Audio e Video;;;EQUIP;2020-04-21 06:07:01;EUR 3,63 ;EUR 0,00 
 4015867166093;119308;Cabo EQUIP HDMI to MicroHDMI M/M 2,0m, preto - 119308;EUR 4,03 ;Imediata;Periféricos;Cabos e Adaptadores;Audio e Video;;;EQUIP;2020-04-21 06:07:01;EUR 4,03 ;EUR 0,00 
 8715946541822;C13T26614010;Tinteiro EPSON 266 Preto - WorkForce WF-100W;EUR 14,32 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 14,32 ;EUR 0,00 
 8715946541846;C13T26704010;Tinteiro EPSON 267 Cor - WorkForce WF-100W;EUR 11,71 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 11,71 ;EUR 0,00 
 8715946543727;C13T295000;Tanque de Manutenção EPSON T2950 - WorkForce WF-100/110;EUR 3,25 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 3,25 ;EUR 0,00 
 4015867176474;118911;Adaptador Dobrável EQUIP HDMI M/F - 118911;EUR 2,06 ;Imediata;Periféricos;Cabos e Adaptadores;Audio e Video;;;EQUIP;2020-04-21 06:07:01;EUR 2,06 ;EUR 0,00 
 4015867157473;129503;Mala Ferramentas rede EQUIP com LAN Tester - 129503;EUR 18,24 ;Imediata;Networking;Acessorios;Ferramentas;;;EQUIP;2020-04-21 06:07:01;EUR 18,24 ;EUR 0,00 
 4015867161951;332714;Splitter HDMI EQUIP 4-Port, Full HD, 3D - 332714;EUR 45,55 ;Imediata;Periféricos;Cabos e Adaptadores;Monitores;;;EQUIP;2020-04-21 06:07:01;EUR 45,55 ;EUR 0,00 
 8715946539119;C13T76064010;Tinteiro EPSON T7606 Magenta Claro Vivo - SureColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539133;C13T76084010;Tinteiro EPSON T6708 Preto Mate - SureColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539140;C13T76094010;Tinteiro EPSON T7609 Cizento Claro - SUreColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539065;C13T76014010;Tinteiro EPSON T6701 Preto Foto - SureColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539072;C13T76024010;Tinteiro EPSON T7602 Ciano - SUreColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539126;C13T76074010;Tinteiro EPSON T7607 Cizento - SUreColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539089;C13T76034010;Tinteiro EPSON T7603 Magenta Vivo - SureColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539096;C13T76044010;Tinteiro EPSON T7604 Amarelo - SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 8715946539102;C13T76054010;Tinteiro EPSON T7605 Ciano Claro - SUreColor SC-P600;EUR 19,15 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:06:54;EUR 19,15 ;EUR 0,00 
 4015867146644;825412;Cabo EQUIP REDE  U/UTP C5e 3,0m bege - 825412;EUR 0,65 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,65 ;EUR 0,00 
 4015867146798;825430;Cabo EQUIP REDE  U/UTP C5e 1,0m azul - 825430;EUR 0,40 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,40 ;EUR 0,00 
 4015867147016;825451;Cabo EQUIP REDE  U/UTP C5e 2,0m preto - 825451;EUR 0,52 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,52 ;EUR 0,00 
 4015867147009;825450;Cabo EQUIP REDE  U/UTP C5e 1,0m preto - 825450;EUR 0,40 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,40 ;EUR 0,00 
 4015867172230;625430;Cabo EQUIP REDE U/UTP C6 1,0m azul - 625430;EUR 0,55 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,55 ;EUR 0,00 
 4015867172803;625460;Cabo EQUIP REDE U/UTP C6 1,0m amarelo - 625460;EUR 0,55 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,55 ;EUR 0,00 
 4015867172636;625451;Cabo EQUIP REDE U/UTP C6  2,0m preto - 625451;EUR 0,71 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,71 ;EUR 0,00 
 4015867172650;625452;Cabo EQUIP REDE U/UTP C6  3,0m preto - 625452;EUR 0,92 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,92 ;EUR 0,00 
 8437013799713;COO-FA500E85;Fonte Alim. 300W ATX CoolBox ECO-500 85+ (certif. CE 85% Efic);EUR 21,49 ;Imediata;System Components;Fontes Alimentação;Fontes Alimentação;;;COOLBOX;2020-04-21 06:06:48;EUR 21,49 ;EUR 0,00 
 5031713063650;45762132;Impressora OKI Multifuncional Led Mono ES4192DN ExeSerie;EUR 586,83 ;Imediata;Periféricos;Multifunções;Laser Mono;A4;;OKI;2020-04-21 06:07:01;EUR 576,83 ;EUR 10,00 
 4015867176405;118914;Adaptador EQUIP Mini HDMI to HDMI M/F - 118914;EUR 2,07 ;Imediata;Periféricos;Cabos e Adaptadores;Audio e Video;;;EQUIP;2020-04-21 06:07:01;EUR 2,07 ;EUR 0,00 
 4015867108970;118945;Adaptador EQUIP DVI to VGA M/F - 118945;EUR 1,66 ;Imediata;Periféricos;Cabos e Adaptadores;Monitores;;;EQUIP;2020-04-21 06:07:01;EUR 1,66 ;EUR 0,00 
 0718037811819;WDBWLG0030HBK-EESN ;Disco 3.5 Ext USB 3.0 3TB WD Elements;EUR 90,86 ;Imediata;Periféricos;Discos;Externo;;;WESTERN DIGITAL;2020-04-21 06:06:49;EUR 83,36 ;EUR 7,50 
 4015867172025;625422;Cabo EQUIP REDE U/UTP C6  3,0m vermelho - 625422;EUR 0,92 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,92 ;EUR 0,00 
 4015867171998;625420;Cabo EQUIP REDE U/UTP C6  1,0m vermelho - 625420;EUR 0,55 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,55 ;EUR 0,00 
 4015867172018;625421;Cabo EQUIP REDE U/UTP C6  2,0m vermelho - 625421;EUR 0,71 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,71 ;EUR 0,00 
 4015867172452;625441;Cabo EQUIP REDE U/UTP C6  2,0m verde - 625441;EUR 0,71 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,71 ;EUR 0,00 
 4015867172476;625442;Cabo EQUIP REDE U/UTP C6  3,0m verde - 625442;EUR 0,92 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,92 ;EUR 0,00 
 4015867172438;625440;Cabo EQUIP REDE U/UTP C6  1,0m verde - 625440;EUR 0,55 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,55 ;EUR 0,00 
 4015867146729;825420;Cabo EQUIP REDE  U/UTP C5e 1,0m vermelho - 825420;EUR 0,40 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,40 ;EUR 0,00 
 4015867146743;825422;Cabo EQUIP REDE  U/UTP C5e 3,0m vermelho - 825422;EUR 0,64 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,64 ;EUR 0,00 
 4015867146866;825440;Cabo EQUIP REDE  U/UTP C5e 1,0m verde - 825440;EUR 0,40 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,40 ;EUR 0,00 
 4015867146873;825441;Cabo EQUIP REDE  U/UTP C5e 2,0m verde - 825441;EUR 0,51 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,51 ;EUR 0,00 
 4015867146880;825442;Cabo EQUIP REDE  U/UTP C5e 3,0m verde - 825442;EUR 0,66 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,66 ;EUR 0,00 
 8713439201796;20179;Colunas TRUST Arys 2.0 Speaker Set - 20179;EUR 23,79 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;TRUST;2020-04-21 06:07:01;EUR 23,79 ;EUR 0,00 
 8713439201598;20159;Base TRUSTGXT 220 Notebook Cooling Stand - 20159;EUR 20,26 ;Imediata;Periféricos;Acessorios;Portatil;Base de Arrefecimento;;TRUST;2020-04-21 06:07:01;EUR 20,26 ;EUR 0,00 
 0731304315957;BX1400UI;APC Back-UPS 1400VA, 230V, AVR, IEC Sockets -BX1400UI;EUR 121,59 ;Imediata;Periféricos;Power Systems;UPS;Off-Line;;APC;2020-04-21 06:07:01;EUR 121,59 ;EUR 0,00 
 0740617237689;DTSE9G2/32GB;Pen Drive Kingston 32GB DataTraveler SE9 G2  USB 3.0 -DTSE9G2;EUR 7,25 ;Imediata;Periféricos;Armazenamento;USB;USB;;KINGSTON;2020-04-21 06:06:51;EUR 6,74 ;EUR 0,51 
 0740617237757;DTSE9G2/64GB;Pen Drive Kingston 64GB DataTraveler SE9 G2  USB 3.0 -DTSE9G2;EUR 11,29 ;Imediata;Periféricos;Armazenamento;USB;USB;;KINGSTON;2020-04-21 06:06:51;EUR 10,27 ;EUR 1,02 
 8713439203226;20322;Rato TRUST Primo Wireless - 20322;EUR 6,76 ;Imediata;Periféricos;Teclados e Ratos;Ratos;Wireless;;TRUST;2020-04-21 06:07:01;EUR 6,76 ;EUR 0,00 
 0731304315988;BX950U-GR;APC BACK-UPS 950VA, 230V, AVR, Schuko Sockets;EUR 88,79 ;Imediata;Periféricos;Power Systems;UPS;Off-Line;;APC;2020-04-21 06:07:01;EUR 88,79 ;EUR 0,00 
 0731304315933;BX1400U-GR;APC BACK-UPS 1400VA, 230V, AVR, Schuko Sockets;EUR 127,91 ;Imediata;Periféricos;Power Systems;UPS;Off-Line;;APC;2020-04-21 06:07:01;EUR 127,91 ;EUR 0,00 
 4015867213681;112120;Cabo Power EQUIP Desktop 1.8m IEC 60320 C13 - 112120;EUR 2,41 ;Imediata;Periféricos;Cabos e Adaptadores;Power;;;EQUIP;2020-04-21 09:00:36;EUR 2,41 ;EUR 0,00 
 8713439200577;20057;"Capa TRUST Universal Folio Stand Tablets 7\""a 8\"" Black - 20057";EUR 8,77 ;Imediata;Mobilidade;Acessorios;Tablet;Capas;;TRUST;2020-04-21 06:07:01;EUR 8,77 ;EUR 0,00 
 4015867125113;327311;"Guia de Cabos EQUIP P/Servidor 19\""1U preto - 327311";EUR 3,00 ;Imediata;Networking;Infraestrutura de Rede;Infraestrutura de Rede;;;EQUIP;2020-04-21 06:07:01;EUR 3,00 ;EUR 0,00 
 4015867184189;119336;Cabo EQUIP DisplayPort Male to DVI (24+1) Male, 2.0m - 119336;EUR 8,46 ;Imediata;Periféricos;Cabos e Adaptadores;Monitores;;;EQUIP;2020-04-21 06:07:01;EUR 8,46 ;EUR 0,00 
 5031713063636;45762112;Impressora OKI MultifuncionalLaser Mono (4 em 1) MB492DN;EUR 422,22 ;Imediata;Periféricos;Multifunções;Laser Mono;A4;;OKI;2020-04-21 06:07:01;EUR 412,22 ;EUR 10,00 
 4977766735025;TN326C;Toner BROTHER Cian 3.500pag - TN-326C;EUR 104,33 ;Imediata;Supplies;Laser;Toners;;;BROTHER;2020-04-21 06:07:01;EUR 104,33 ;EUR 0,00 
 4977766735032;TN326M;Toner BROTHER Magenta 3.500pag - TN-326M;EUR 104,33 ;Imediata;Supplies;Laser;Toners;;;BROTHER;2020-04-21 06:07:01;EUR 104,33 ;EUR 0,00 
 4977766735049;TN326Y;Toner BROTHER Amarelo 3.500pag - TN-326Y;EUR 104,33 ;Imediata;Supplies;Laser;Toners;;;BROTHER;2020-04-21 06:07:01;EUR 104,33 ;EUR 0,00 
 04716659639794;90IG00V1-BM3G00;Router Asus ADSL2+ Wireless 1900Mbps  - DSL-AC68U;EUR 126,90 ;Imediata;Networking;Routers;Routers Fixos;;;ASUS;2020-04-21 06:06:52;EUR 126,90 ;EUR 0,00 
 4716659851882;90XB01D0-BBA010;Mala Asus EOS Shoulder Bag Azul para Netbook até 12P;EUR 16,25 ;Imediata;Periféricos;Acessorios;Portatil;Malas;;ASUS;2020-04-21 06:06:49;EUR 16,25 ;EUR 0,00 
 4716659934004;90XB0280-BMU000;Rato ASUS Wireless Optical 1600dpi c/Scroll Preto- WT425;EUR 16,28 ;Imediata;Periféricos;Teclados e Ratos;Ratos;;;ASUS;2020-04-21 06:06:51;EUR 16,28 ;EUR 0,00 
 8715946541440;V11H671040;Video Projetor EPSON Curta Distância EB-535W;EUR 969,18 ;Imediata;Periféricos;Projectores;Curto Alcance;;;EPSON;2020-04-21 06:07:01;EUR 969,18 ;EUR 0,00 
 4015867167137;118909;Adaptador EQUIP HDMI Type A Male to DVI Female - 118909;EUR 2,15 ;Imediata;Periféricos;Cabos e Adaptadores;Monitores;;;EQUIP;2020-04-21 06:07:01;EUR 2,15 ;EUR 0,00 
 8715946542843;C13T878140;Tinteiro EPSON Unidade de abastecimento de tinta T878 Preto XXL - WorkForce Pro WF-R5xxx;EUR 259,44 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 259,44 ;EUR 0,00 
 5031713063421;45807111;Toner preto de 12.000 páginas para B432, MB492, MB562;EUR 135,37 ;Imediata;Supplies;Laser;Toners;;;OKI;2020-04-21 06:07:01;EUR 135,37 ;EUR 0,00 
 4716659504863;90IG00K0-BM0000;Placa Rede Asus Wireless 802.11ac 1300Mbps PCI-Exp.-PCE-AC56;EUR 40,17 ;Imediata;Networking;Adaptors;Adaptadores de Rede;;;ASUS;2020-04-21 06:07:01;EUR 40,17 ;EUR 0,00 
 5603209015001;GA1500;Suporte de Parede NAPOFIX Grande Angular para Projetor - GA1500;EUR 47,70 ;Imediata;Periféricos;Acessorios;Projectores;Suportes;;NAPOFIX;2020-04-21 06:07:01;EUR 47,70 ;EUR 0,00 
 5603209002728;272;"Suporte de Parede NAPOFIX 60-100\"" Inclinável - 272";EUR 59,50 ;Imediata;Periféricos;Acessorios;Suportes;Suportes;;NAPOFIX;2020-04-21 06:07:01;EUR 59,50 ;EUR 0,00 
 6935364021856;TL-SG108E;Switch TP-Link 8 portas Easy Smart Gigabit -TL-SG108E;EUR 25,29 ;Imediata;Networking;Switch;Switch SMB;;;TP-LINK;2020-04-21 06:07:01;EUR 25,29 ;EUR 0,00 
 6935364021269;TL-SG1016DE;Switch TP-Link 16 portas Easy Smart Gigabit -TL-SG1016DE;EUR 57,47 ;Imediata;Networking;Switch;Switch SMB;;;TP-LINK;2020-04-21 06:07:01;EUR 57,47 ;EUR 0,00 
 6935364021245;TL-SG1024DE;Switch TP-Link 24 portas Easy Smart Gigabit -TL-SG1024DE;EUR 73,56 ;Imediata;Networking;Switch;Switch SMB;;;TP-LINK;2020-04-21 06:07:01;EUR 73,56 ;EUR 0,00 
 0000000000000;1400g2D-2USB-1;Scanner Imager  Honeywell  Voyager 1400g 1D/2D USB Preto c/Sup. - 1400g2D-2USB-1;EUR 97,01 ;Imediata;Periféricos;Acessorios;Sistemas de POS;Leitores Cod Barras;;HONEYWELL;2020-04-21 06:06:52;EUR 97,01 ;EUR 0,00 
 8715946538075;C13T671200;Caixa de Manutenção EPSON T6712 - WF-6090/6590/8010/8090/8510/8590/R8590;EUR 20,92 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 20,92 ;EUR 0,00 
 8715946520872;C13S051228;Unidade Fotocondutora EPSON S051228 100k - WorkForce AL-M300/MX300;EUR 49,45 ;Imediata;Supplies;Laser;Toners;;;EPSON;2020-04-21 06:07:01;EUR 49,45 ;EUR 0,00 
 4015867146651;825414;Cabo EQUIP REDE  U/UTP C5e 5,0m bege - 825414;EUR 0,90 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,90 ;EUR 0,00 
 6935364021665;TL-SF1008P;Switch de mesa TP-Link 8 portas 10/100M PoE  - TL-SF1008P;EUR 31,61 ;Imediata;Networking;Switch;Switch SMB;;;TP-LINK;2020-04-21 06:07:01;EUR 31,61 ;EUR 0,00 
 4015867516386;118865;Cabo EQUIP VGA 3+7 M/M  15m HD15, preto - 118865;EUR 16,37 ;Imediata;Periféricos;Cabos e Adaptadores;Monitores;;;EQUIP;2020-04-21 06:07:01;EUR 16,37 ;EUR 0,00 
 4015867178171;121143;Conector RJ45 EQUIP UTP Cat 6 (100 pieces) - 121143;EUR 15,11 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 15,11 ;EUR 0,00 
 4015867168042;129504;Mala Ferramentas Professional EQUIP - 129504;EUR 70,86 ;Imediata;Networking;Acessorios;Ferramentas;;;EQUIP;2020-04-21 06:07:01;EUR 70,86 ;EUR 0,00 
 4015867113219;129964;Testador de Cabos EQUIP Com Unidade Remota - 129964;EUR 24,14 ;Imediata;Networking;Acessorios;Ferramentas;;;EQUIP;2020-04-21 06:07:01;EUR 24,14 ;EUR 0,00 
 4015867172612;625457;Cabo EQUIP REDE U/UTP C6  0,5m preto - 625457;EUR 0,44 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 0,44 ;EUR 0,00 
 4015867178188;121175;Conector RJ45 EQUIP UTP Cat 6 w/ boot rubber (100 pieces) - 121175;EUR 20,30 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:07:01;EUR 20,30 ;EUR 0,00 
 0886112877385;CN626AE;Tinteiro Cyan HP 971XL Alta Capacidade - CN626AE;EUR 83,75 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;HP;2020-04-21 06:06:53;EUR 83,75 ;EUR 0,00 
 4015867523667;121140;Conector RJ45 EQUIP UTP Cat 5 Pack 100un - 121140  ;EUR 9,11 ;Imediata;Networking;CABOS;Cables and Connectors;;;EQUIP;2020-04-21 06:06:48;EUR 9,11 ;EUR 0,00 
 0760557832454;TS256GSSD370S;SSD 2.5 Transcend 256Gb SATA3 D370S KIT- 520R/320W 70K IOPs ;EUR 36,01 ;Imediata;System Components;Discos;SSD;;;TRANSCEND;2020-04-21 06:06:53;EUR 34,99 ;EUR 1,02 
 8713439204308;20430;Apresentador TRUST Laser Wireless - 20430;EUR 23,63 ;Imediata;Periféricos;Teclados e Ratos;Apresentadores;;;TRUST;2020-04-21 06:07:01;EUR 23,63 ;EUR 0,00 
 8715946539577;C13T754140;Tinteiro EPSON T7541 Preto XXL 10K - WorkForce Pro WF-8090/8590;EUR 76,40 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 76,40 ;EUR 0,00 
 8715946540252;C13T754240;Tinteiro EPSON T7542 Ciano XXL 7K - WorkForce Pro WF-8090/8590;EUR 86,76 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 86,76 ;EUR 0,00 
 8715946540276;C13T754340;Tinteiro EPSON T7543 Magenta XXL 7K - WorkForce Pro WF-8090/8590;EUR 86,76 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 86,76 ;EUR 0,00 
 8715946540290;C13T754440;Tinteiro EPSON T7544 Amarelo XXL 7K - WorkForce Pro WF-8090/8590;EUR 86,76 ;Imediata;Supplies;Jacto de Tinta;Tinteiros;;;EPSON;2020-04-21 06:07:01;EUR 86,76 ;EUR 0,00 
 6935364021818;T3700G-28TQ;Switch c/Gestão TP-Link 28 Pure Gigabit+4SFP Layer3 - T3700G-28TQ;EUR 1 149,43 ;Imediata;Networking;Switch;Switch SMB;;;TP-LINK;2020-04-21 06:07:01;EUR 1 149,43 ;EUR 0,00 
